customer_id,recency_z,frequency_z,monetary_z,payment_entropy
31813,-1.1593664434250583,-0.24225960340814837,1.087910317246306,1.0
61020,-0.9035277086145667,0.5598560347054158,0.4877549636748375,1.584962500721156
119099,-0.2703268399585997,1.36197167281898,-0.3585998602759936,1.5
188838,0.33729015521631817,-0.24225960340814837,-0.2176642789677133,1.0
191616,-0.2703268399585997,-0.24225960340814837,-0.3801803292992172,1.0
211163,-0.3726623338827964,0.5598560347054158,-0.251146986654273,0.0
243838,0.8233837513562524,0.5598560347054158,-0.18341104871932903,0.9182958340544894
376144,-0.5965212268419766,2.164087310932544,1.8487312995424723,1.5219280948873626
408590,0.7338401941725803,-1.0443752415217125,-0.8722231952377061,0.0
469006,-0.28951474506938657,0.5598560347054158,-0.0937852652780048,0.9182958340544894
625395,-1.10819869646296,1.36197167281898,1.6010374823765399,0.8112781244591328
644189,-0.4622058910664685,-1.0443752415217125,-1.2364118515425275,0.0
666589,0.5035853328431378,-1.0443752415217125,-0.4037162911876776,0.0
701493,-0.4366220175854193,0.5598560347054158,0.04223531605257644,0.9182958340544894
767523,-0.538957511509616,-1.0443752415217125,-1.0410084973222373,0.0
773410,-0.80119221469037,-1.0443752415217125,-0.7456707017501514,0.0
820740,-1.261701937349255,0.5598560347054158,1.3921441460321853,0.9182958340544894
899941,0.8489676248373016,-0.24225960340814837,-0.9224939551046257,0.0
949062,2.384000033700252,-1.0443752415217125,0.321783236399393,0.0
954629,2.1153693621492353,-1.0443752415217125,-0.1603362329095366,0.0
966247,-0.04007197862915714,-1.0443752415217125,-1.145805403022517,0.0
1108176,0.4716054909918263,-0.24225960340814837,-0.0008205507354403992,1.0
1152215,1.7763830385253339,-1.0443752415217125,0.042538855243597976,0.0
1174162,-1.2041382220168946,0.5598560347054158,1.0862583635720913,0.9182958340544894
1200365,-0.8139841514308946,-0.24225960340814837,-0.15131177926877265,1.0
1301661,-0.5261655747690914,-1.0443752415217125,-1.0478848274573083,0.0
1342184,1.271101537274613,-0.24225960340814837,-0.17829174351690366,1.0
1449273,1.4310007465311703,-0.24225960340814837,-1.1792414123719965,1.0
1469696,0.1262231989976625,-0.24225960340814837,-0.9253250417901175,1.0
1497747,2.0130338682250386,-1.0443752415217125,-1.1358002843030675,0.0
1507408,1.2455176637935639,0.5598560347054158,-0.24753954011482146,0.0
1529180,1.9234903110413666,-0.24225960340814837,-1.118095777257507,0.0
1562083,-0.9802793290577142,-0.24225960340814837,0.49747405507967024,0.0
1588560,0.1965788510705477,-0.24225960340814837,-0.7100632197264393,1.0
1601161,-0.8779438351335176,2.164087310932544,0.03998212128845267,1.9219280948873625
1603358,1.3990209046798587,0.5598560347054158,2.2902757512207743,1.584962500721156
1655637,1.0408466759451704,-1.0443752415217125,-0.7735612835713478,0.0
1683786,-0.2831187766991243,-0.24225960340814837,0.09797561865002365,1.0
1697604,0.4716054909918263,0.5598560347054158,-0.5358083749113801,0.9182958340544894
1705969,0.38206193380815423,-0.24225960340814837,0.11193842143702694,1.0
1719710,1.3222692842367112,-0.24225960340814837,-0.857799246372035,1.0
1771249,0.2157667561813346,-1.0443752415217125,-1.2048846367212045,0.0
1816969,-0.7372325309877471,-0.24225960340814837,0.25574595047574417,1.0
1855421,0.6059208267673345,-0.24225960340814837,-0.6656064028260141,0.0
1989720,-0.7372325309877471,-0.24225960340814837,0.439836632538337,1.0
2058037,-1.2936817792005666,1.36197167281898,0.6413166078711982,1.5
2134827,0.6379006686186459,-1.0443752415217125,-0.9132360097784604,0.0
2136830,1.379832999569072,-1.0443752415217125,-0.9523692162517339,0.0
2164524,1.034450707574908,1.36197167281898,2.7094166756848135,1.5
2188994,-0.2511389348478128,-1.0443752415217125,-0.7605674712787602,0.0
2219590,-0.954695455576665,1.36197167281898,3.5252424617694134,1.5
2233446,0.3181022501055313,-0.24225960340814837,0.27625819503825666,1.0
2361575,-0.7692123728390585,-0.24225960340814837,-0.24281717077757822,1.0
2365348,-0.32789055529096034,-1.0443752415217125,-1.2230561271375677,0.0
2391900,1.7763830385253339,-1.0443752415217125,-0.3779796701643092,0.0
2400009,-0.2575349032180751,0.5598560347054158,2.5654398651741803,0.9182958340544894
2414265,-0.7756083412093209,-0.24225960340814837,-0.7093685819623701,1.0
2442235,-1.255305968978993,-0.24225960340814837,-0.0021397787579583924,0.0
2457734,-1.2872858108303042,1.36197167281898,0.7460493033579924,1.5
2517955,0.2861224082542198,-1.0443752415217125,-0.9419613243749667,0.0
2558646,-0.0016961684075833775,0.5598560347054158,-0.3486531144778943,0.9182958340544894
2566268,-1.2744938740897798,2.164087310932544,0.118312744448485,1.5219280948873626
2584499,-0.7308365626174848,0.5598560347054158,0.27150663924033813,1.584962500721156
2667357,1.008866834093859,-1.0443752415217125,-0.9214023814753742,0.0
2684440,-0.2703268399585997,2.164087310932544,1.3675166105144732,1.370950594454669
2848415,0.5547530798052361,-1.0443752415217125,-0.3779796701643092,0.0
2875442,0.3948538705486788,-1.0443752415217125,-0.8891805288899821,0.0
2903620,0.1070352938868756,-0.24225960340814837,-1.0601898392779618,1.0
2928026,0.7466321309131049,-1.0443752415217125,-0.08298627482819042,0.0
3002538,-0.8587559300227307,-0.24225960340814837,-0.2740408464078794,0.0
3096845,1.0024708657235966,-0.24225960340814837,-0.7243762600415445,0.0
3100301,1.7252152915632355,-1.0443752415217125,-0.5798332321938127,0.0
3282647,0.529169206324187,-0.24225960340814837,-0.4840315936736214,1.0
3292927,-1.1913462852763699,0.5598560347054158,0.07665199048074166,1.584962500721156
3399251,0.8169877829859902,-1.0443752415217125,-1.297574998533422,0.0
3408982,-0.9419035188361404,1.36197167281898,-0.2445683584180888,1.5
3410758,2.4415637490326123,-1.0443752415217125,-1.1086743877515608,0.0
3421258,0.33729015521631817,-0.24225960340814837,0.6292742741966213,1.0
3468355,-0.30870265018017345,-1.0443752415217125,-0.5958215753516729,0.0
3483295,0.20297481944081,-1.0443752415217125,-0.2892936907567254,0.0
3588443,-1.0954067597224355,-0.24225960340814837,-0.05736056235538758,1.0
3638834,1.1687660433504163,-0.24225960340814837,0.09104675288573741,1.0
3660263,0.1198272306274002,-1.0443752415217125,-1.2789540366226608,0.0
3730316,-1.1785543485358454,0.5598560347054158,-0.22985254494566604,0.0
3786105,-0.04007197862915714,-0.24225960340814837,-0.7664397871666053,0.0
3844290,-1.10819869646296,-0.24225960340814837,0.23521035674469182,1.0
3872421,-0.39185023899358323,-1.0443752415217125,-1.0152602017145989,0.0
3875480,1.9554701528926781,-1.0443752415217125,-1.120786768931758,0.0
3893903,-0.5197696063988291,-1.0443752415217125,-0.5798332321938127,0.0
3897936,-1.10819869646296,2.164087310932544,0.9720400683658651,1.5219280948873626
3999964,-0.5773333217311898,-0.24225960340814837,0.4289909437514421,0.0
4055790,1.2263297586827768,-0.24225960340814837,-0.6174487427119768,0.0
4057678,-1.0954067597224355,-0.24225960340814837,-0.638264526465511,0.0
4192351,-0.10403166233178007,-1.0443752415217125,-1.097134061200597,0.0
4200802,1.1048063596477933,-1.0443752415217125,-0.660562982421344,0.0
4356173,0.3053103133650067,0.5598560347054158,0.41751482741396373,1.584962500721156
4378755,-0.8971317402443044,0.5598560347054158,0.9110520401390212,1.584962500721156
4386273,-0.8267760881714192,0.5598560347054158,-0.03749041992772886,0.9182958340544894
4394659,-0.1488034409236161,-0.24225960340814837,0.07550788122227456,0.0
4439806,-0.0656558521102063,0.5598560347054158,-0.5952378461381695,0.9182958340544894
4444673,-0.059259883739944015,-1.0443752415217125,-1.2847271185442106,0.0
4458329,-0.7372325309877471,-1.0443752415217125,0.31392040389350123,0.0
4543215,0.8041958462454656,-1.0443752415217125,-0.944342939566061,0.0
4594944,1.5845039874174653,-1.0443752415217125,-0.9420605583412623,0.0
4597433,-0.8715478667632552,2.9662029490461084,4.240421656861742,1.459147917027245
4606533,1.6932354497119242,-1.0443752415217125,-0.29945641636382103,0.0
4758426,2.0130338682250386,-0.24225960340814837,-0.60285551237439,1.0
4789829,0.2669345031434329,-0.24225960340814837,-0.10105269398612303,1.0
4862761,-0.602917195212239,-0.24225960340814837,-0.5484052513387853,1.0
4940671,0.9321152136507114,-1.0443752415217125,0.20116143172103387,0.0
4988545,0.23495466129212147,-0.24225960340814837,0.6479711209051379,1.0
5001749,-1.0954067597224355,-0.24225960340814837,-0.5614574365527231,1.0
5039883,-0.7372325309877471,2.164087310932544,2.135336506080546,0.7219280948873623
5043760,-0.13601150418309155,-0.24225960340814837,-0.17996704635965857,1.0
5135207,1.5013563986040555,-1.0443752415217125,0.28464054654416643,0.0
5140660,0.9960748973533343,-1.0443752415217125,0.10423319581878085,0.0
5226128,0.2669345031434329,-0.24225960340814837,0.36624005329981796,1.0
5228136,-0.46860185943673077,0.5598560347054158,0.02976686005214176,0.9182958340544894
5238055,-0.538957511509616,0.5598560347054158,-0.635731141678906,0.9182958340544894
5277675,1.2007458852017276,-0.24225960340814837,-0.35165348263530216,1.0
5386246,-0.6157091319527636,0.5598560347054158,0.9424566718255089,0.9182958340544894
5418547,-0.9035277086145667,-0.24225960340814837,0.27772335536415027,1.0
5540556,-1.127386601573747,1.36197167281898,-0.2412177527325788,0.8112781244591328
5607734,1.1495781382396293,-1.0443752415217125,-0.8784457486536531,0.0
5700842,2.2624766346652683,-1.0443752415217125,-1.0936608723802512,0.0
5712468,-1.0762188546116487,-0.24225960340814837,-0.21140670179895596,1.0
5716817,0.13901513573818708,0.5598560347054158,0.08331817809895119,1.584962500721156
5751638,0.8105918146157278,-0.24225960340814837,-0.8215321503370637,0.0
5754255,-0.46860185943673077,0.5598560347054158,0.42809200076264675,0.9182958340544894
