recency_z,frequency_z,monetary_z,payment_entropy,cluster,Cuidado familiar & básicos,Mascotas & panadería,Comidas congeladas/preparadas,Panadería & lácteos funcionales,Snacks mixtos & cocina,Dulces & limpieza,Limpieza del hogar & verduras,Higiene personal & granos,Lácteos & alimentos mascota,Limpieza & proteína mascota,"Limpieza, refrescos & granos",Cocina dulce & infantil,Snacks salados & OTC,Snacks mascota & proteínas,Higiene premium & lácteos,Infantil & congelados,Cuidado piel & mascota,OTC & bebidas,Proteínas frescas,Verduras raíz & snacks pet,top_topic,top_weight,cluster_agg,pca_1,pca_2
-1.1593664434250583,-0.24225960340814837,1.087910317246306,1.0,0,0.11101222765536228,0.0,0.27008808192093126,0.0,0.06761865500697693,0.03206255066961931,0.0,0.0,0.0,0.017283525362909353,0.006911561802773762,0.023353600082990558,0.0,0.0,0.046599917057278194,0.0,0.0,0.02722542457334071,0.0,0.0,topic_3,0.27008808192093126,0,1.0535406916498016,-0.6277531097009238
-0.9035277086145667,0.5598560347054158,0.4877549636748375,1.584962500721156,0,0.0,0.44162564850698655,0.16349983311264749,0.0,0.0,0.045994185598460226,0.02662413322115262,0.006853513025068282,0.0,0.0,0.012823916091859218,0.164523595974976,0.0,0.07191641629487032,0.0,0.0,0.0006236443085482875,0.01819063905976518,0.0,0.02702346108970204,topic_2,0.44162564850698655,0,1.298292821505755,-0.4463259979990125
-0.2703268399585997,1.36197167281898,-0.3585998602759936,1.5,0,0.00928037837155745,0.0078935069275452,0.0,0.09891185318224173,0.16390555826714837,0.0005148153082966047,0.0,0.01882938633660046,0.04614093312338965,0.07908013793216986,0.07650761468981807,0.038386666147198344,0.0,0.0,0.011793063911957384,0.026569867175455043,0.0,0.0,0.18526059168262043,0.0,topic_19,0.18526059168262043,0,1.0214038300684045,-0.07018391829801424
0.33729015521631817,-0.24225960340814837,-0.2176642789677133,1.0,0,0.0,0.0,1.1077629706414167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354834806526007,0.0,0.0,0.0,topic_3,1.1077629706414167,0,-0.316092254962702,0.18713376264975698
-0.2703268399585997,-0.24225960340814837,-0.3801803292992172,1.0,2,0.1892719400489823,0.09707570164043412,0.11714112840138384,0.01788163418721218,0.0005824193364161825,0.04520364338441745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021598346509381396,0.0,0.0,0.02679523977622505,topic_1,0.1892719400489823,0,-0.15679797851582988,-0.420829930890981
-0.3726623338827964,0.5598560347054158,-0.251146986654273,0.0,2,0.0,0.026320105873412946,0.025371799991098763,0.0,0.0,0.0,0.07241727071565186,0.0,0.03480950361227556,0.2669956583286252,0.01367170515189347,0.0,0.07700626343672791,0.0,0.0,0.0,0.0,0.04946110010478627,0.0,0.0,topic_10,0.2669956583286252,1,0.12488079520613116,-0.37164619597340065
0.8233837513562524,0.5598560347054158,-0.18341104871932903,0.9182958340544894,2,0.0,0.11015368316751342,0.032425216086678615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04006284088677861,0.0,0.0,0.16911784144971553,0.006263815072655002,0.0,0.27152123326420097,topic_20,0.27152123326420097,0,-0.026301638523779314,0.7844271428119463
-0.5965212268419766,2.164087310932544,1.8487312995424723,1.5219280948873626,0,0.0,0.0,0.0,2.449634896017428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011751776548256938,0.01416969891957238,0.0,0.0,topic_4,2.449634896017428,0,2.928153080418113,0.6776741906314986
0.7338401941725803,-1.0443752415217125,-0.8722231952377061,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6010346643531292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,topic_11,0.6010346643531292,0,-1.6893208200026286,0.05932582368176065
-0.28951474506938657,0.5598560347054158,-0.0937852652780048,0.9182958340544894,0,0.0,0.2251369765488896,0.0,0.11535821453871468,0.04429148421583181,0.016392902725895935,0.0,0.0,0.0,0.0,0.011976827251239792,0.0,0.0,0.0,0.0,0.040012519426286634,0.0,0.01586414828499117,0.021861392712767987,0.2465591624438157,topic_20,0.2465591624438157,0,0.48732792719514717,-0.17412972480113603
